Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
10:30:00 PM,1,Wednesday,11,3,0,28,42,normal
10:45:00 PM,1,Wednesday,17,3,0,16,36,normal
11:00:00 PM,1,Wednesday,14,2,0,28,44,normal
11:15:00 PM,1,Wednesday,14,1,0,24,39,normal
11:30:00 PM,1,Wednesday,22,3,0,31,56,low
11:45:00 PM,1,Wednesday,18,4,0,41,63,normal
12:00:00 AM,2,Thursday,19,2,1,26,48,normal
12:15:00 AM,2,Thursday,19,2,1,27,49,normal
12:30:00 AM,2,Thursday,20,3,1,15,39,normal
12:45:00 AM,2,Thursday,18,2,2,18,40,low
1:00:00 AM,2,Thursday,18,3,2,30,53,normal
1:15:00 AM,2,Thursday,18,3,1,18,40,normal
1:30:00 AM,2,Thursday,23,4,1,23,51,normal
1:45:00 AM,2,Thursday,12,3,1,17,33,normal
2:00:00 AM,2,Thursday,26,2,2,23,53,normal
2:15:00 AM,2,Thursday,13,3,2,34,52,normal
2:30:00 AM,2,Thursday,17,3,1,25,46,normal
2:45:00 AM,2,Thursday,22,2,2,32,58,normal
3:00:00 AM,2,Thursday,20,3,3,23,49,normal
3:15:00 AM,2,Thursday,14,2,4,29,49,normal
3:30:00 AM,2,Thursday,17,4,0,27,48,normal
3:45:00 AM,2,Thursday,31,4,2,24,61,normal
4:00:00 AM,2,Thursday,74,12,4,10,100,normal
4:15:00 AM,2,Thursday,50,9,4,13,76,normal
4:30:00 AM,2,Thursday,53,12,4,19,88,normal
4:45:00 AM,2,Thursday,96,4,6,19,125,normal
5:00:00 AM,2,Thursday,52,23,6,17,98,normal
5:15:00 AM,2,Thursday,106,15,5,13,139,low
5:30:00 AM,2,Thursday,104,13,2,12,131,normal
5:45:00 AM,2,Thursday,103,14,4,13,134,normal
6:00:00 AM,2,Thursday,82,17,35,5,139,low
6:15:00 AM,2,Thursday,105,26,33,4,168,normal
6:30:00 AM,2,Thursday,94,15,33,6,148,heavy
6:45:00 AM,2,Thursday,85,32,20,3,140,heavy
7:00:00 AM,2,Thursday,66,22,44,5,137,heavy
7:15:00 AM,2,Thursday,76,26,29,3,134,heavy
7:30:00 AM,2,Thursday,68,41,30,3,142,heavy
7:45:00 AM,2,Thursday,111,21,32,5,169,normal
8:00:00 AM,2,Thursday,92,27,32,6,157,normal
8:15:00 AM,2,Thursday,127,21,16,4,168,high
8:30:00 AM,2,Thursday,104,23,47,5,179,heavy
8:45:00 AM,2,Thursday,132,25,32,4,193,heavy
9:00:00 AM,2,Thursday,93,15,16,11,135,normal
9:15:00 AM,2,Thursday,129,28,6,17,180,high
9:30:00 AM,2,Thursday,90,33,20,12,155,high
9:45:00 AM,2,Thursday,44,20,26,12,102,high
10:00:00 AM,2,Thursday,49,16,27,17,109,normal
10:15:00 AM,2,Thursday,69,23,26,14,132,normal
10:30:00 AM,2,Thursday,106,15,43,17,181,heavy
10:45:00 AM,2,Thursday,102,25,11,14,152,heavy
11:00:00 AM,2,Thursday,56,23,17,18,114,normal
11:15:00 AM,2,Thursday,31,16,12,9,68,normal
11:30:00 AM,2,Thursday,36,6,15,14,71,normal
11:45:00 AM,2,Thursday,65,14,12,25,116,normal
12:00:00 PM,2,Thursday,61,17,5,22,105,normal
12:15:00 PM,2,Thursday,49,23,10,21,103,normal
12:30:00 PM,2,Thursday,43,20,5,30,98,normal
12:45:00 PM,2,Thursday,83,11,10,21,125,normal
1:00:00 PM,2,Thursday,113,21,31,13,178,heavy
1:15:00 PM,2,Thursday,67,9,15,17,108,high
1:30:00 PM,2,Thursday,72,28,17,15,132,normal
1:45:00 PM,2,Thursday,91,15,19,20,145,normal
2:00:00 PM,2,Thursday,49,30,13,11,103,high
2:15:00 PM,2,Thursday,121,36,18,15,190,heavy
2:30:00 PM,2,Thursday,53,31,19,11,114,normal
2:45:00 PM,2,Thursday,99,18,12,9,138,normal
3:00:00 PM,2,Thursday,92,22,18,11,143,low
3:15:00 PM,2,Thursday,75,25,21,8,129,normal
3:30:00 PM,2,Thursday,67,19,21,10,117,heavy
3:45:00 PM,2,Thursday,63,17,13,5,98,low
4:00:00 PM,2,Thursday,144,23,34,4,205,heavy
4:15:00 PM,2,Thursday,162,14,38,6,220,heavy
4:30:00 PM,2,Thursday,96,16,16,6,134,low
4:45:00 PM,2,Thursday,83,29,18,5,135,normal
5:00:00 PM,2,Thursday,126,33,30,6,195,heavy
5:15:00 PM,2,Thursday,80,32,25,4,141,heavy
5:30:00 PM,2,Thursday,112,34,29,6,181,heavy
5:45:00 PM,2,Thursday,120,25,24,9,178,heavy
6:00:00 PM,2,Thursday,104,21,23,6,154,high
6:15:00 PM,2,Thursday,57,12,20,10,99,heavy
6:30:00 PM,2,Thursday,159,16,15,8,198,normal
6:45:00 PM,2,Thursday,100,19,22,12,153,normal
7:00:00 PM,2,Thursday,68,17,12,21,118,high
7:15:00 PM,2,Thursday,62,9,14,20,105,high
7:30:00 PM,2,Thursday,79,18,16,18,131,low
7:45:00 PM,2,Thursday,102,19,14,19,154,high
8:00:00 PM,2,Thursday,68,10,17,17,112,normal
8:15:00 PM,2,Thursday,47,7,10,18,82,normal
8:30:00 PM,2,Thursday,80,9,11,17,117,normal
8:45:00 PM,2,Thursday,66,11,8,17,102,high
9:00:00 PM,2,Thursday,124,6,8,18,156,heavy
9:15:00 PM,2,Thursday,75,12,22,16,125,high
9:30:00 PM,2,Thursday,76,15,12,24,127,low
9:45:00 PM,2,Thursday,62,19,7,12,100,high
10:00:00 PM,2,Thursday,19,3,0,27,49,normal
10:15:00 PM,2,Thursday,18,2,2,22,44,normal
10:30:00 PM,2,Thursday,18,4,2,27,51,normal
10:45:00 PM,2,Thursday,13,1,0,20,34,normal
11:00:00 PM,2,Thursday,14,3,0,22,39,normal
11:15:00 PM,2,Thursday,14,2,1,33,50,low
11:30:00 PM,2,Thursday,17,1,1,24,43,normal
11:45:00 PM,2,Thursday,14,1,1,25,41,normal
12:00:00 AM,3,Friday,19,2,0,26,47,low
12:15:00 AM,3,Friday,19,1,2,23,45,low
12:30:00 AM,3,Friday,19,3,1,23,46,normal
12:45:00 AM,3,Friday,23,3,1,17,44,normal
1:00:00 AM,3,Friday,19,4,1,24,48,normal
1:15:00 AM,3,Friday,15,2,0,25,42,normal
1:30:00 AM,3,Friday,22,3,1,21,47,normal
1:45:00 AM,3,Friday,18,2,1,21,42,normal
2:00:00 AM,3,Friday,18,2,0,14,34,normal
2:15:00 AM,3,Friday,12,3,1,26,42,normal
2:30:00 AM,3,Friday,5,4,0,19,28,normal
2:45:00 AM,3,Friday,15,3,0,24,42,normal
3:00:00 AM,3,Friday,20,3,2,21,46,low
3:15:00 AM,3,Friday,27,2,1,28,58,normal
3:30:00 AM,3,Friday,19,4,2,21,46,normal
3:45:00 AM,3,Friday,16,4,2,21,43,normal
4:00:00 AM,3,Friday,61,10,7,10,88,normal
4:15:00 AM,3,Friday,79,14,6,5,104,normal
4:30:00 AM,3,Friday,89,13,4,10,116,low
4:45:00 AM,3,Friday,79,22,5,14,120,normal
5:00:00 AM,3,Friday,53,18,4,12,87,normal
5:15:00 AM,3,Friday,54,13,5,14,86,normal
5:30:00 AM,3,Friday,123,11,8,12,154,normal
5:45:00 AM,3,Friday,89,14,5,14,122,normal
6:00:00 AM,3,Friday,6,18,23,5,52,heavy
6:15:00 AM,3,Friday,144,28,29,5,206,heavy
6:30:00 AM,3,Friday,65,26,50,4,145,heavy
6:45:00 AM,3,Friday,130,28,25,4,187,low
7:00:00 AM,3,Friday,92,26,15,3,136,heavy
7:15:00 AM,3,Friday,137,22,45,4,208,heavy
7:30:00 AM,3,Friday,120,26,15,5,166,normal
7:45:00 AM,3,Friday,97,35,51,5,188,heavy
8:00:00 AM,3,Friday,150,17,42,3,212,heavy
8:15:00 AM,3,Friday,125,16,47,5,193,heavy
8:30:00 AM,3,Friday,128,27,45,5,205,heavy
8:45:00 AM,3,Friday,87,17,8,5,117,high
9:00:00 AM,3,Friday,61,28,31,18,138,high
9:15:00 AM,3,Friday,102,5,29,11,147,normal
9:30:00 AM,3,Friday,102,27,46,14,189,normal
9:45:00 AM,3,Friday,112,15,37,16,180,normal
10:00:00 AM,3,Friday,84,7,12,12,115,normal
10:15:00 AM,3,Friday,87,9,35,14,145,normal
10:30:00 AM,3,Friday,91,11,18,15,135,heavy
10:45:00 AM,3,Friday,59,14,13,12,98,high
11:00:00 AM,3,Friday,49,18,12,20,99,normal
11:15:00 AM,3,Friday,94,29,12,24,159,normal
11:30:00 AM,3,Friday,71,31,6,26,134,normal
11:45:00 AM,3,Friday,56,9,12,21,98,normal
12:00:00 PM,3,Friday,70,16,6,26,118,normal
12:15:00 PM,3,Friday,110,13,9,24,156,normal
12:30:00 PM,3,Friday,65,13,17,16,111,normal
12:45:00 PM,3,Friday,50,11,8,13,82,normal
1:00:00 PM,3,Friday,51,20,8,10,89,normal
1:15:00 PM,3,Friday,82,23,26,14,145,normal
1:30:00 PM,3,Friday,67,34,13,12,126,heavy
1:45:00 PM,3,Friday,60,19,13,12,104,normal
2:00:00 PM,3,Friday,39,27,22,6,94,normal
2:15:00 PM,3,Friday,56,35,22,2,115,high
2:30:00 PM,3,Friday,104,5,29,10,148,normal
2:45:00 PM,3,Friday,59,30,17,13,119,normal
3:00:00 PM,3,Friday,49,20,29,9,107,normal
3:15:00 PM,3,Friday,79,28,41,9,157,normal
3:30:00 PM,3,Friday,75,16,16,9,116,normal
3:45:00 PM,3,Friday,60,32,22,10,124,normal
4:00:00 PM,3,Friday,156,28,35,4,223,heavy
4:15:00 PM,3,Friday,58,24,49,8,139,heavy
4:30:00 PM,3,Friday,103,23,34,10,170,heavy
4:45:00 PM,3,Friday,153,20,17,5,195,heavy
5:00:00 PM,3,Friday,181,34,11,6,232,heavy
5:15:00 PM,3,Friday,172,25,39,7,243,heavy
5:30:00 PM,3,Friday,120,17,35,4,176,heavy
5:45:00 PM,3,Friday,65,19,25,6,115,heavy
6:00:00 PM,3,Friday,85,21,6,7,119,high
6:15:00 PM,3,Friday,161,38,33,8,240,heavy
6:30:00 PM,3,Friday,203,21,13,8,245,normal
6:45:00 PM,3,Friday,82,20,26,6,134,high
7:00:00 PM,3,Friday,72,11,18,24,125,low
7:15:00 PM,3,Friday,48,16,9,11,84,normal
7:30:00 PM,3,Friday,33,19,10,10,72,high
7:45:00 PM,3,Friday,128,9,13,15,165,normal
8:00:00 PM,3,Friday,81,16,18,18,133,low
8:15:00 PM,3,Friday,96,13,12,18,139,normal
8:30:00 PM,3,Friday,90,17,21,22,150,high
8:45:00 PM,3,Friday,69,15,10,19,113,high
9:00:00 PM,3,Friday,84,9,10,22,125,normal
9:15:00 PM,3,Friday,130,14,16,13,173,normal
9:30:00 PM,3,Friday,25,15,12,17,69,normal
9:45:00 PM,3,Friday,59,4,17,11,91,normal
10:00:00 PM,3,Friday,11,3,1,22,37,normal
10:15:00 PM,3,Friday,19,1,1,21,42,normal
10:30:00 PM,3,Friday,13,1,0,20,34,normal
10:45:00 PM,3,Friday,13,3,0,24,40,normal
11:00:00 PM,3,Friday,11,2,0,29,42,normal
11:15:00 PM,3,Friday,23,2,0,31,56,normal
11:30:00 PM,3,Friday,10,1,0,27,38,normal
11:45:00 PM,3,Friday,15,4,0,25,44,low
12:00:00 AM,4,Saturday,10,3,2,30,45,low
12:15:00 AM,4,Saturday,21,3,0,17,41,normal
12:30:00 AM,4,Saturday,14,0,0,15,29,normal
12:45:00 AM,4,Saturday,15,2,2,23,42,normal
1:00:00 AM,4,Saturday,17,0,2,18,37,normal
1:15:00 AM,4,Saturday,9,3,0,25,37,low
1:30:00 AM,4,Saturday,17,2,1,18,38,normal
1:45:00 AM,4,Saturday,14,3,1,22,40,normal
2:00:00 AM,4,Saturday,18,4,0,21,43,low
2:15:00 AM,4,Saturday,21,0,2,25,48,normal
2:30:00 AM,4,Saturday,18,5,0,23,46,normal
2:45:00 AM,4,Saturday,19,4,1,22,46,normal
3:00:00 AM,4,Saturday,16,3,2,32,53,normal
3:15:00 AM,4,Saturday,19,3,0,18,40,normal
3:30:00 AM,4,Saturday,15,2,1,34,52,normal
3:45:00 AM,4,Saturday,9,3,0,25,37,normal
4:00:00 AM,4,Saturday,50,20,6,20,96,normal
4:15:00 AM,4,Saturday,65,8,6,14,93,normal
4:30:00 AM,4,Saturday,56,15,5,13,89,normal
4:45:00 AM,4,Saturday,77,11,3,16,107,normal
5:00:00 AM,4,Saturday,132,12,7,15,166,normal
5:15:00 AM,4,Saturday,102,12,2,14,130,normal
5:30:00 AM,4,Saturday,114,0,7,13,134,normal
5:45:00 AM,4,Saturday,14,13,4,7,38,normal
6:00:00 AM,4,Saturday,133,30,44,4,211,heavy
6:15:00 AM,4,Saturday,34,28,33,3,98,heavy
6:30:00 AM,4,Saturday,78,22,0,2,102,normal
6:45:00 AM,4,Saturday,86,16,15,0,117,heavy
7:00:00 AM,4,Saturday,89,24,39,4,156,heavy
7:15:00 AM,4,Saturday,156,29,24,2,211,high
7:30:00 AM,4,Saturday,131,25,50,6,212,heavy
7:45:00 AM,4,Saturday,126,33,12,4,175,heavy
8:00:00 AM,4,Saturday,180,36,50,3,269,high
8:15:00 AM,4,Saturday,111,11,43,3,168,heavy
8:30:00 AM,4,Saturday,118,40,40,3,201,heavy
8:45:00 AM,4,Saturday,137,31,30,1,199,heavy
9:00:00 AM,4,Saturday,67,11,4,14,96,normal
9:15:00 AM,4,Saturday,79,14,25,11,129,normal
9:30:00 AM,4,Saturday,54,22,18,15,109,normal
9:45:00 AM,4,Saturday,38,14,26,14,92,high
10:00:00 AM,4,Saturday,46,18,33,20,117,low
10:15:00 AM,4,Saturday,28,13,32,16,89,high
10:30:00 AM,4,Saturday,74,12,22,21,129,high
10:45:00 AM,4,Saturday,50,13,25,13,101,high
11:00:00 AM,4,Saturday,61,6,9,33,109,normal
11:15:00 AM,4,Saturday,44,12,7,10,73,normal
11:30:00 AM,4,Saturday,51,6,5,36,98,normal
11:45:00 AM,4,Saturday,51,6,9,18,84,normal
12:00:00 PM,4,Saturday,46,12,11,28,97,normal
12:15:00 PM,4,Saturday,33,6,10,17,66,normal
12:30:00 PM,4,Saturday,37,11,9,18,75,high
12:45:00 PM,4,Saturday,48,9,1,24,82,normal
1:00:00 PM,4,Saturday,60,20,29,26,135,normal
1:15:00 PM,4,Saturday,86,9,30,13,138,normal
1:30:00 PM,4,Saturday,61,20,17,19,117,normal
1:45:00 PM,4,Saturday,56,16,23,14,109,normal
2:00:00 PM,4,Saturday,60,20,16,16,112,heavy
2:15:00 PM,4,Saturday,51,11,6,11,79,normal
2:30:00 PM,4,Saturday,49,29,23,11,112,normal
2:45:00 PM,4,Saturday,48,20,19,16,103,normal
3:00:00 PM,4,Saturday,84,18,21,17,140,high
3:15:00 PM,4,Saturday,67,17,32,4,120,high
3:30:00 PM,4,Saturday,51,22,15,8,96,normal
3:45:00 PM,4,Saturday,94,21,17,9,141,normal
4:00:00 PM,4,Saturday,143,22,33,8,206,heavy
4:15:00 PM,4,Saturday,145,13,18,7,183,heavy
4:30:00 PM,4,Saturday,122,22,14,5,163,heavy
4:45:00 PM,4,Saturday,121,23,31,8,183,heavy
5:00:00 PM,4,Saturday,129,32,25,8,194,heavy
5:15:00 PM,4,Saturday,145,39,38,14,236,heavy
5:30:00 PM,4,Saturday,73,33,54,10,170,normal
5:45:00 PM,4,Saturday,94,28,36,10,168,heavy
6:00:00 PM,4,Saturday,83,14,38,10,145,heavy
6:15:00 PM,4,Saturday,89,28,34,9,160,heavy
6:30:00 PM,4,Saturday,49,12,32,12,105,heavy
6:45:00 PM,4,Saturday,94,5,38,12,149,heavy
7:00:00 PM,4,Saturday,80,22,7,19,128,normal
7:15:00 PM,4,Saturday,90,27,15,26,158,high
7:30:00 PM,4,Saturday,96,18,16,21,151,low
7:45:00 PM,4,Saturday,70,19,14,19,122,high
8:00:00 PM,4,Saturday,110,6,13,17,146,low
8:15:00 PM,4,Saturday,59,31,17,18,125,normal
8:30:00 PM,4,Saturday,87,19,18,13,137,low
8:45:00 PM,4,Saturday,125,11,17,14,167,high
9:00:00 PM,4,Saturday,80,21,13,25,139,normal
9:15:00 PM,4,Saturday,69,14,12,28,123,normal
9:30:00 PM,4,Saturday,66,10,13,16,105,normal
9:45:00 PM,4,Saturday,48,4,14,21,87,low
10:00:00 PM,4,Saturday,16,1,0,22,39,normal
10:15:00 PM,4,Saturday,15,2,0,30,47,normal
10:30:00 PM,4,Saturday,15,3,0,18,36,normal
10:45:00 PM,4,Saturday,18,3,0,20,41,normal
11:00:00 PM,4,Saturday,10,5,0,21,36,normal
11:15:00 PM,4,Saturday,14,2,0,20,36,normal
11:30:00 PM,4,Saturday,16,0,0,28,44,normal
11:45:00 PM,4,Saturday,18,1,2,21,42,normal
12:00:00 AM,5,Sunday,10,3,0,14,27,normal
12:15:00 AM,5,Sunday,13,2,0,31,46,normal
12:30:00 AM,5,Sunday,25,3,0,23,51,normal
12:45:00 AM,5,Sunday,20,2,1,26,49,normal
1:00:00 AM,5,Sunday,11,4,0,21,36,normal
1:15:00 AM,5,Sunday,20,1,0,15,36,normal
1:30:00 AM,5,Sunday,16,3,0,14,33,normal
1:45:00 AM,5,Sunday,20,4,0,27,51,normal
2:00:00 AM,5,Sunday,12,4,0,22,38,normal
2:15:00 AM,5,Sunday,12,4,3,28,47,normal
2:30:00 AM,5,Sunday,15,2,0,18,35,normal
2:45:00 AM,5,Sunday,17,4,0,31,52,normal
3:00:00 AM,5,Sunday,14,2,0,22,38,normal
3:15:00 AM,5,Sunday,10,3,2,33,48,normal
3:30:00 AM,5,Sunday,20,5,0,20,45,low
3:45:00 AM,5,Sunday,19,4,1,14,38,normal
4:00:00 AM,5,Sunday,29,11,6,17,63,normal
4:15:00 AM,5,Sunday,77,13,6,13,109,normal
4:30:00 AM,5,Sunday,79,14,5,15,113,normal
4:45:00 AM,5,Sunday,46,13,4,5,68,normal
5:00:00 AM,5,Sunday,114,12,11,13,150,normal
5:15:00 AM,5,Sunday,133,10,2,15,160,normal
5:30:00 AM,5,Sunday,79,12,5,9,105,normal
5:45:00 AM,5,Sunday,74,16,6,12,108,normal
6:00:00 AM,5,Sunday,156,16,57,2,231,heavy
6:15:00 AM,5,Sunday,122,30,23,2,177,heavy
6:30:00 AM,5,Sunday,112,28,28,0,168,heavy
6:45:00 AM,5,Sunday,163,25,40,2,230,heavy
7:00:00 AM,5,Sunday,111,30,26,4,171,heavy
7:15:00 AM,5,Sunday,122,26,42,2,192,heavy
7:30:00 AM,5,Sunday,137,28,20,2,187,heavy
7:45:00 AM,5,Sunday,113,20,34,3,170,high
8:00:00 AM,5,Sunday,94,35,18,3,150,heavy
8:15:00 AM,5,Sunday,92,28,31,1,152,heavy
8:30:00 AM,5,Sunday,137,34,25,1,197,heavy
8:45:00 AM,5,Sunday,115,33,9,3,160,heavy
9:00:00 AM,5,Sunday,114,18,32,6,170,normal
9:15:00 AM,5,Sunday,69,12,24,15,120,low
9:30:00 AM,5,Sunday,123,20,16,17,176,normal
9:45:00 AM,5,Sunday,77,13,27,19,136,normal
10:00:00 AM,5,Sunday,32,8,24,23,87,normal
10:15:00 AM,5,Sunday,73,9,24,29,135,normal
10:30:00 AM,5,Sunday,49,14,26,18,107,normal
10:45:00 AM,5,Sunday,49,16,28,23,116,high
11:00:00 AM,5,Sunday,41,14,7,16,78,normal
11:15:00 AM,5,Sunday,61,8,13,27,109,normal
11:30:00 AM,5,Sunday,45,3,10,18,76,normal
11:45:00 AM,5,Sunday,49,5,11,29,94,normal
12:00:00 PM,5,Sunday,39,5,5,19,68,normal
12:15:00 PM,5,Sunday,37,2,6,17,62,normal
12:30:00 PM,5,Sunday,56,11,8,25,100,normal
12:45:00 PM,5,Sunday,66,4,3,17,90,normal
1:00:00 PM,5,Sunday,76,12,12,17,117,normal
1:15:00 PM,5,Sunday,81,13,28,24,146,normal
1:30:00 PM,5,Sunday,53,18,21,12,104,normal
1:45:00 PM,5,Sunday,64,9,20,17,110,normal
2:00:00 PM,5,Sunday,45,9,22,11,87,normal
2:15:00 PM,5,Sunday,50,15,24,10,99,normal
2:30:00 PM,5,Sunday,76,12,27,12,127,normal
2:45:00 PM,5,Sunday,7,10,20,12,49,normal
3:00:00 PM,5,Sunday,52,29,26,8,115,normal
3:15:00 PM,5,Sunday,67,11,21,14,113,normal
3:30:00 PM,5,Sunday,71,23,20,14,128,normal
3:45:00 PM,5,Sunday,100,26,14,7,147,high
4:00:00 PM,5,Sunday,96,27,38,5,166,normal
4:15:00 PM,5,Sunday,103,41,36,8,188,heavy
4:30:00 PM,5,Sunday,58,12,33,6,109,heavy
4:45:00 PM,5,Sunday,114,30,43,7,194,heavy
5:00:00 PM,5,Sunday,84,18,30,7,139,heavy
5:15:00 PM,5,Sunday,76,20,56,9,161,heavy
5:30:00 PM,5,Sunday,175,17,45,7,244,heavy
5:45:00 PM,5,Sunday,105,16,34,9,164,heavy
6:00:00 PM,5,Sunday,112,17,29,10,168,heavy
6:15:00 PM,5,Sunday,156,17,36,12,221,heavy
6:30:00 PM,5,Sunday,108,18,22,11,159,low
6:45:00 PM,5,Sunday,97,28,35,12,172,low
7:00:00 PM,5,Sunday,114,19,24,21,178,normal
7:15:00 PM,5,Sunday,73,12,7,14,106,high
7:30:00 PM,5,Sunday,61,15,16,16,108,high
7:45:00 PM,5,Sunday,94,9,18,28,149,normal
8:00:00 PM,5,Sunday,78,24,28,13,143,normal
8:15:00 PM,5,Sunday,86,12,22,30,150,high
8:30:00 PM,5,Sunday,25,16,17,19,77,high
8:45:00 PM,5,Sunday,74,5,15,28,122,normal
9:00:00 PM,5,Sunday,93,12,9,16,130,high
9:15:00 PM,5,Sunday,66,7,14,18,105,high
9:30:00 PM,5,Sunday,90,9,8,19,126,low
9:45:00 PM,5,Sunday,26,10,19,24,79,high
10:00:00 PM,5,Sunday,19,2,0,28,49,normal
10:15:00 PM,5,Sunday,14,3,1,20,38,normal
10:30:00 PM,5,Sunday,17,3,0,24,44,normal
10:45:00 PM,5,Sunday,12,4,0,22,38,normal
11:00:00 PM,5,Sunday,11,2,0,20,33,normal
11:15:00 PM,5,Sunday,10,2,2,29,43,normal
11:30:00 PM,5,Sunday,16,3,1,20,40,normal
11:45:00 PM,5,Sunday,23,2,0,18,43,normal
12:00:00 AM,6,Monday,18,4,0,16,38,normal
12:15:00 AM,6,Monday,13,4,0,22,39,normal
12:30:00 AM,6,Monday,22,5,0,25,52,normal
12:45:00 AM,6,Monday,21,1,1,17,40,normal
1:00:00 AM,6,Monday,20,2,2,24,48,normal
1:15:00 AM,6,Monday,15,0,2,10,27,normal
1:30:00 AM,6,Monday,20,3,0,22,45,low
1:45:00 AM,6,Monday,17,4,1,16,38,normal
2:00:00 AM,6,Monday,10,2,0,24,36,normal
2:15:00 AM,6,Monday,8,3,0,16,27,normal
2:30:00 AM,6,Monday,17,3,2,24,46,normal
2:45:00 AM,6,Monday,17,4,0,26,47,normal
3:00:00 AM,6,Monday,17,1,2,29,49,low
3:15:00 AM,6,Monday,7,3,2,24,36,normal
3:30:00 AM,6,Monday,15,3,3,20,41,normal
3:45:00 AM,6,Monday,27,1,1,24,53,normal
4:00:00 AM,6,Monday,73,12,3,8,96,low
4:15:00 AM,6,Monday,70,9,5,12,96,low
4:30:00 AM,6,Monday,80,3,3,18,104,normal
4:45:00 AM,6,Monday,47,11,6,15,79,low
5:00:00 AM,6,Monday,83,13,7,15,118,normal
5:15:00 AM,6,Monday,84,14,7,9,114,low
5:30:00 AM,6,Monday,76,20,7,6,109,normal
5:45:00 AM,6,Monday,53,9,6,19,87,normal
6:00:00 AM,6,Monday,172,36,36,2,246,heavy
6:15:00 AM,6,Monday,90,26,32,5,153,heavy
6:30:00 AM,6,Monday,111,30,37,2,180,heavy
6:45:00 AM,6,Monday,151,4,33,3,191,low
7:00:00 AM,6,Monday,103,17,25,3,148,heavy
7:15:00 AM,6,Monday,126,37,34,4,201,normal
7:30:00 AM,6,Monday,101,21,38,4,164,heavy
7:45:00 AM,6,Monday,111,10,49,4,174,low
8:00:00 AM,6,Monday,137,38,45,5,225,heavy
8:15:00 AM,6,Monday,155,14,28,3,200,heavy
8:30:00 AM,6,Monday,147,14,17,3,181,heavy
8:45:00 AM,6,Monday,78,13,24,4,119,heavy
9:00:00 AM,6,Monday,51,34,26,13,124,heavy
9:15:00 AM,6,Monday,102,22,26,16,166,high
9:30:00 AM,6,Monday,67,12,34,7,120,high
9:45:00 AM,6,Monday,52,26,21,14,113,normal
10:00:00 AM,6,Monday,47,9,32,18,106,heavy
10:15:00 AM,6,Monday,64,24,34,10,132,normal
10:30:00 AM,6,Monday,114,23,30,7,174,normal
10:45:00 AM,6,Monday,37,20,14,11,82,normal
11:00:00 AM,6,Monday,83,15,11,19,128,normal
11:15:00 AM,6,Monday,60,15,12,29,116,normal
11:30:00 AM,6,Monday,56,18,8,19,101,normal
11:45:00 AM,6,Monday,43,10,10,27,90,normal
12:00:00 PM,6,Monday,90,12,10,19,131,normal
12:15:00 PM,6,Monday,92,25,8,25,150,high
12:30:00 PM,6,Monday,78,17,12,16,123,normal
12:45:00 PM,6,Monday,67,12,15,20,114,heavy
1:00:00 PM,6,Monday,88,33,23,19,163,normal
1:15:00 PM,6,Monday,100,29,22,12,163,normal
1:30:00 PM,6,Monday,59,24,14,9,106,normal
1:45:00 PM,6,Monday,61,20,8,10,99,normal
2:00:00 PM,6,Monday,83,20,19,13,135,high
2:15:00 PM,6,Monday,106,22,12,4,144,normal
2:30:00 PM,6,Monday,63,32,16,8,119,high
2:45:00 PM,6,Monday,69,38,22,14,143,high
3:00:00 PM,6,Monday,77,29,21,9,136,high
3:15:00 PM,6,Monday,99,22,18,8,147,heavy
3:30:00 PM,6,Monday,66,29,10,7,112,heavy
3:45:00 PM,6,Monday,61,28,17,6,112,normal
4:00:00 PM,6,Monday,137,19,13,7,176,heavy
4:15:00 PM,6,Monday,93,18,37,4,152,heavy
4:30:00 PM,6,Monday,95,19,45,6,165,heavy
4:45:00 PM,6,Monday,132,26,19,5,182,heavy
5:00:00 PM,6,Monday,80,25,25,5,135,heavy
5:15:00 PM,6,Monday,166,30,49,4,249,heavy
5:30:00 PM,6,Monday,109,11,24,7,151,heavy
5:45:00 PM,6,Monday,136,25,11,4,176,heavy
6:00:00 PM,6,Monday,154,19,18,8,199,heavy
6:15:00 PM,6,Monday,143,24,24,5,196,heavy
6:30:00 PM,6,Monday,140,27,30,8,205,heavy
6:45:00 PM,6,Monday,114,23,38,6,181,low
7:00:00 PM,6,Monday,105,12,16,20,153,high
7:15:00 PM,6,Monday,51,12,14,23,100,high
7:30:00 PM,6,Monday,113,4,16,23,156,high
7:45:00 PM,6,Monday,97,7,13,24,141,high
8:00:00 PM,6,Monday,101,15,11,14,141,high
8:15:00 PM,6,Monday,45,12,15,11,83,normal
8:30:00 PM,6,Monday,38,14,13,23,88,low
8:45:00 PM,6,Monday,41,12,11,10,74,normal
9:00:00 PM,6,Monday,107,15,9,17,148,normal
9:15:00 PM,6,Monday,76,24,12,18,130,high
9:30:00 PM,6,Monday,77,15,16,19,127,high
9:45:00 PM,6,Monday,84,19,14,27,144,normal
10:00:00 PM,6,Monday,15,3,2,30,50,normal
10:15:00 PM,6,Monday,7,2,2,25,36,normal
10:30:00 PM,6,Monday,23,2,0,21,46,low
10:45:00 PM,6,Monday,15,3,1,30,49,normal
11:00:00 PM,6,Monday,11,3,1,21,36,normal
11:15:00 PM,6,Monday,16,4,3,28,51,normal
11:30:00 PM,6,Monday,20,1,1,24,46,normal
11:45:00 PM,6,Monday,24,3,0,35,62,normal
12:00:00 AM,7,Tuesday,21,2,1,23,47,normal
